text,label
ഈ ഡയലോഗ് മമ്മൂക്കയാണെങ്കിൽ പൊളിക്കുമായിരുന്നു ഇത് ലാലേട്ടൻ ആരെയോ ട്രോളുന്നത് പോലെ ഉണ്ട് ഇങ്ങൾ സീരിയസ് മൂവിയെ അങ്ങ് കോമഡി മൂവി ആക്കി അല്ലോ,0
theatre baaki undayal mathiyarunu ente laletaaaaa ingal vere level aanu man,0
എത്ര തച്ചോളികൾ ചിലച്ചാലും കൊല കൊള്ളി ആണ് ഇത്,3
thugs of hindostan ഫിലിമിന്റെ ഭാഗമാണ് കാണിക്കുന്നത് എങ്കിലും സംഗതി മാസ് ആയിട്ടുണ്ട്,0
1 29 നിർത്തടാ എന്ന് പറയുബോൾ ഉള്ള power manju chechi ഇഷ്ടം,0
nammal ettan fanzz strong aanu athu angott kanichu kodukk haters okke odikko ettan lovers like comment,0
jobi jorge padam ano potti mone,2
pirates of the caribean രംഗങ്ങള് കാണുന്നുണ്ടല്ലോ,0
1 26 kumbalangi jacket ഭാസി മച്ചാൻ villain,0
ഇഹ് രായൻ ഇതും ഊമ്പിക്കും ഇഹ് ഇഹ്,2
eth vetavalliyanmara dislike adiche,1
you tube hang ayo views kanikkunnillallo,0
eth laloonikkada kazhapp thu trailer mumpe dislike,1
ഗുഹ൯ ഫാ൯സ് ഡിസ്ലൈക് കാ൦പൈ൯ പൊടി പൊടിക്കുന്നുണ്ടല്ലോ,3
ഓൾ കേരള allu arjun ഫാൻസിന്റെ വിജയാശംസകൾ laletttaaa,0
keep watching trending list 1il akkanam,0
ee nadante aaradhagan aan enn thala uyrthi thnne prym ella kalathum proud to be a mammukaa fan,0
nalla set movie,0
i hate mohanlal koppile oru dance,2
lvl trailer raju etta polich odiyan ondakkiya chethapperu marum enn urappayi good work,0
trailer crisp akaamayirunnu too much aayi poyi,0
മലയാളം ഇൻഡസ്ട്രിയൽ അന്നും ഇന്നും എന്നും കിടന്നു പോളക്കുന്ന ഒരു മൊതലാണ് ഈ മാസിന്റെ ഇമോഷന്റെ ചരിത്രത്തിന്റെ വല്യേട്ടൻ,0
kandittu malayala cinimak nalloru savidayakan koodi kittum ennoru thonal,0
ജയസൂര്യ ആരാധകന്റെ വിജയാശംസകൾ കുഞ്ചാക്കോ ബോബന്റെ വമ്പൻ തിരിച്ചു വരവ്,0
enthoru oolaaaannn nalla oru amittu akan prathikamm,1
dislike adicha thaayolikale adikendavark like cheyyanulla comment,1
just 68 years young man mammukka,5
raja is back,5
വാക്കുകൾ കൊണ്ടു പറഞ്ഞു പൂർത്തിയാക്കാൻ പറ്റാത്ത കലാപ്രേമി ഫാൻസ്കാരും,0
എന്റെ പൊന്നോ title കേട്ടപ്പോ എന്തോ സാദാരണ സിനിമ ആകുമെന്നാണ് കരുതിയത് ഇതു പക്ഷെ വേറേ ലെവൽ ആണല്ലോ എന്തൊരു intensity ആണ് ഒരോ frame ലും christmas റിലീസുകളിൽ ആദ്യം കാണുന്നത് ഇതാവും മഞ്ജു വാര്യർ തകർക്കുവല്ലേ,0
സൂപ്പർ ട്രൈലെർ ട്രൈലെർ കാണുമ്പോൾ തന്നെ അറിയാൻ പറ്റുന്നുണ്ട് എത്ര സീരിയസ് ആയി ഈ സിനിമയെ ഗീതു മോഹന്ദാസ് ആൻഡ് നിവിൻ പൊളി മറ്റുള്ള എല്ലാ അണിയറപ്രവർത്തകരും സമീപിച്ചിരിക്കുന്നു എന്ന് ഗുഡ് ജോബ് ടീം nb ഒരു വീഡിയോക് ലൈക് or ഡിസ് ലൈക്ക് കൊടുക്കുന്നത് കാണുന്നവരുടെ സ്വാതന്ത്ര്യം തന്നെ എങ്കിലും ഇത്ര മികച്ച ട്രൈലറിനും 1k യിൽ കൂടുതൽ ഡിസ് ലൈക്ക് ഉണ്ടെങ്കിൽ അത് കേവലം ഗീതുവിനോടോ അവരുടെ നിലപാടുകളോടോ ഉള്ള വെറുപ്പ് ആണെന്ന് മനസ്സിലാവുന്നു ഇങ്ങനെ ഡിസ് ലൈക്ക് അടിക്കുന്നവരോട് പുച്ഛം മാത്രം കഴിവിനെ അംഗീകരിക്കാൻ പഠിക്കുക ആദ്യം,0
superb trailer i have ever seen,5
vere level onnum parayan ella,0
എന്തോ,0
ith nice aakum sure aanu,0
ഒരു രക്ഷയും ഇല്ല എന്ത് ഐറ്റം ആണ് ഇത് ഇത് നമ്മൾ പൊളിക്കും thank you joby chetta goodwill entertainments,0
4 6 m views on 23 03 2019 2 07am,5
padam hit laleetan fans like adi,0
asuran fans like here manju warrier pakka acting,5
മലയാളത്തിലെ ലേഡി സൂപ്പർ സ്റ്റാർ,0
gone girl movie de vibe ille aarkengillum tonunnundo,0
ഇതിലും വലിയ ജിമ്മിക്കി കമ്മൽ വന്നതാ,0
good luck prithviraj and lalettaaa pwlichekkane,0
ദയവു ചെയ്തു ആരും ഈ ദുരന്തത്തിന് തലവെക്കരുത് അപേക്ഷയാണ് ചിറകൊടിഞ്ഞ കിനാവുകൾ,3
i love മലയാളം ಮಲಯಾಳಂ malayalam movies love from ಕರ್ನಾಟಕ കർനാടക karnataka,0
shyju khalid aano camera oru rakshayymillatha frames,0
jimittukal karanju chaakum athum tripple strongil,3
jimittukal karanju chaakum athum tripple strongil,3
amboo ആരോ ഒരാൾ അല്ല ന്റെ ഏട്ടൻ my big brother,0
malayala cinema okke maari kondirikkunu ennu parayunayh ethra sariyaanu,0
lady super star manju warrier fans,5
unlike button kuthi thudangiyittund mammunni fans,3
പേര് കണ്ടപ്പോ വിചാരിച്ചു hollywood പടം ആവും എന്ന് പിന്നെ അല്ലെ മനസ്സിലായത് നമ്മടെ പടം ആണെന്ന്,0
aduthedukku irangiya padam ellam koode cherthu oru saambhar paruvam,0
ഈ പടം ഒരു കോമഡി എന്ന നിലക്ക് കണ്ടിരിക്കാം പക്ഷെ പടം വലിയ ഒരു പരാജയമാണ് കാരണം ഉണ്ട് നല്ല സിനിമകൾ എപ്പോഴും നല്ല സന്ദേശങ്ങൾ നൽകും ഈ പടം എന്ത് പുണ്ണാക്കാണ് നൽകിയത് വിദ്യാലയങ്ങളെയും അധ്വാ പകരെയും മോശമായി ചിത്രികരിക്കുന്നു ഒരു സിനിമ സമൂഹത്തിൽ വലിയ ഇംപാക്റ്റ് ഉണ്ടാക്കുന്നു എന്ന് നമുക്ക് അറിയുന്ന കാര്യമല്ലേ ക്ലയ്മാക്സ് അൽപം നന്നാക്കിയിരുന്നെങ്കൽ അടിപൊളി ആകുമായിരുന്നു,0
kuru potti olikknna 1k poojappura fans,3
ufffff ejaadhiii lalettann rdjile edjelum oruu svene e jenmam vheyaan patilaa trailer kandd karayunundaabumm ettan and ettan fanss,2
പടം വല്യ പ്രതീക്ഷ ഇല്ല പൊട്ടാൻ ചാൻസ് ഉണ്ട്,0
water mark onnum ilaatha print illee,0
e trailer ula mika bhagagalum cinemayil ila paksha cinema adipoliyanu trailer ula bhagyam oke cherthe oru second part irakavo dijo chetta cinema kandu ipom agote pokunilla oru gin pole kude kudiyekuvaa,0
raju ettan powli box tharathu,0
valip padam enn thonnunavar like adi,3
no caption required,5
sidhik sir great performance kalakki,0
dislik adichaver undo evide kudi onnu adichitt ponnea,0
01 40 ഡാ തല്ലു കിട്ടിയാൽ ആണുങ്ങളെപ്പോലെ നേർക്കുനേരെ നിന്നു തല്ലിത്തീർക്കണം vijayaraghavan mass,0
ജോജു ചേട്ടൻ പൊളിക്കും എന്ന് ഉറപ്പുള്ളവർ ബട്ടൺ അടിച്ചിട്ട് പോയേക്ക്,0
dislik അടിച്ച daashukal priya faans ആണെന്ന് തോന്നുന്നു,3
ikka fans,0
ikka fans ivide onnu ujala mukkiyek,0
ithonnil kooduthal kandavar undengil adi machane oru like,0
സുരാജ്,0
best acter movie arkakilum orma vanno idh kandppol,0
i am a mammootty fan but ithu kand ende romam eznettu ninnu superr lalatta and rajuettan,5
padam vere level jose disco dance,0
ഇഷ്ട്ടം ഇല്ലാത്ത ഒരു ആക്ടർ ഉണ്ടെകിൽ അതു മഞ്ജു വാരിയർ ആണ് എന്തോര് വെറുപ്പിക്കൽ ആണ്,2
super filim thanks rajuvetta lalettan thakarthu,0
poli padam njn ella mammooty movies kanarundu itrekku disapointed akkiya oru movie aduthundayittilla,0
paid like 207k 20k 227k viewers 212k it mean fake auto like,5
mammookka haneef adeni shaji padoor gopi sunder mahesh narayanan,0
ivantae mukhath akae oru expression mathramae ullu mandhabudhiyudae,2
dislike ചെയ്ത എല്ലാ മമ്മുണ്ണി നിക്കർ പാൻസിനും എന്റെ നടുവിരൽ നമസ്കാരം,3
manju ival ithilum ondooo naasham apo ee padavum njjn kaanunnilaa,2
happy birthday to you mammookka,5
ithrayum predisha koduthittu adutha odiyan akathirunna mathiyayirunnu,0
powerful actor manju variyar super,5
369 dislike myrol ikka uyir haters myr,1
here leonardo dicarpio in thalai viduthalai song,0
അടിപൊളി ikka fan aaya enik polum romanjam,0
ഈ അഡാർ ഐറ്റം പോയി കണ്ടിട്ട് വാ മക്കളേ,0
mammookkka ningal mwuth aaann,0
trailer oru spark aakunnilla but still waiting,0
laalinu pakaram vere oru nadan akamayirunnu lal ithepole orupadu cheyithittundu,0
മാസ്സും മരണമാസും i am thrilled കട്ട വെയിറ്റ്,0
മഞ്ജു ചേച്ചി ഇസ്സ്തം കോവാലൻ കസ്സ്തം,2
gambeeeeeeeeeeram,0
എത്ര തച്ചോളികൾ ചിലച്ചാലും കൊല കൊള്ളി ആണ് ഇത്,3
നടൻ മധു പറയുന്നത് പോലെ ഉണ്ടല്ലോ സംഭാഷണം പോരാ,0
സെൻസർ rprt കിട്ടി പടം വെറും കൂറ പടം പൊട്ടും,0
traileril prithwiraj ne kandavar aarokke,0
poli item support from ettan fan,0
h നല്ല ഗ്രാഫിക് സ് പക്ഷെ മോഹൻലാൽ തീട്ടം ഡയലോഗ് പ്രസന്റഷൻ ആയി പോയി,2
dislike adikan vanna haters ithe ningak patiya area alla ninteyoke rayaye kandam vazhi oodicha trailer aaan uciferloading,1
please queen full movie youtubil edo,5
magic frames lal jr prithviraj sukumaran surajettan ee xmas oru pooram aavum sure,0
aadyamaaytan oru trailer kand onnum mnslakathe threadum twistum plotum climaxum traileril kuthi thiruki veruppikathadin trailer muthalalikk nandi,0
antony perumbavor undaya monemarayirikum dislike adikunath,2
oru naaturajav style illeeeeeee ennoru doubt,0
ഇതുപോലെത്തെ നാറിയ സിനിമകൾ എടുക്കുന്നവരെ വേണം തല്ലികൊല്ലാൻ ജനങ്ങൾ കാശുകൊടുത്തിട്ട് ഇവൻമാരെപോലെയുള്ളവരുടെ ഊമ്പിയ സിനിമ കാണാനല്ല നല്ല സിനിമകൾ കാണാനാണ് ഫഹദിന് നാണമില്ലേ ഇതുപോലെത്തെ സിനിമയിൽ അഭിനയിക്കാൻ ദയവുചെയ്ത് ഇനിയുള്ളവ് ഈ സിനിമ കാണരുത് പൈസ പോകും,3
vada superb love from tamil nadu,5
ഇതെന്നതാ കർത്താവെ ആകെ ഒരു ജഗപൊക,0
i m from karnataka but i hate kannada language,5
ഞങ്ങളുടെ സ്വന്തം ബിഗ് ബ്രദറിനു കുഞ്ഞിക്ക ഫാൻസിന്റെ വക വിജയാശംസകൾ നേരുന്നു,0
8 million avvum ennu orappullavar like addichha,0
7 times kandu kazhnju still not enough veeendum kanan thonnunu,0
cinema kandu adipwli aayrnnuuuu njn oru ettan fan aanu pakshe enik ishtapettu jai super,0
aa dislike mikkathum mohan lal fans aayirikkum,3
ആരോ ഒരാൾ അല്ല എന്റെ ഏട്ടൻ my big brother,0
su sugunan su gu sugu su gu suu bug una,5
hi friends please subscribe and support my new channel promoting only lalettan videos,5
thalli pwoli padam ayrikum enna karyathil arkum samsayam illa,3
ee date onnu maatti vekkamo ipman 4 release anna,0
innu trailer um,0
thandhayilaathavarum palathandhaku piranavanmaarum aayaa lalettan fanss fislike adikaann kore preyaasapedunundd abarariyunilaa malayala cinemayude shaapam aann lalettan fans en,3
ആരും കണ്ടേക്കരുതേ,3
dislike adikan vendi mathram trailer kanunna kure vanangalu,1
padam mosham akanamennu agrahichittavum padam trailer eraghum mumbe,0
കണ്ട് കഴിഞ്ഞപ്പോ കണ്ണ് മിഴിച്ച് കിറുങ്ങി നിക്കുവാ എല്ലാരും ന്താ പ്പൊ ഇവിടെ സംഭവിച്ചെ,0
laalappaa ikkayod muttaan nikkandaa raajayum pillerum strongaa tripple strong laalappan koottiyaal koodoolaa,2
idak idak like van nokunavar undenkil ivde like,0
super manju chechi your one an ony lady super star in malayalam,0
ഇപ്പോൾ തന്നെ ഒരു 5പ്രാവശ്യം കണ്ടു,0
trailer kandappol oru kaaryam urappichu kaaanaada,0
japan ne kali aakan maathram nammal aayitilla suraj ettaa,0
daily views etrayayi enn nokan varrunavar adi like,0
0 27 trailer ലെ mass dialog,0
prithividae padam nalla kaaryam but manju indallo pottumennu urappu,2
ഇത് ഇറങ്ങുമ്പോൾ ഊള ബിഗ് ബജറ്റ് പടം ഒന്നുo ഇറങ്ങി ഇ പടം പെട്ടെന്ന് എടുത്തു പോവാതിരുന്നാൽ മതി ആയിരുന്നു like ജോസഫ്,0
macha release onnu parayuo epla nu,0
143k views and 145k likes,0
ആരോ ഒരാൾ അല്ല അല്ല എൻറെ ഏട്ടൻ my big brother,0
ഇന്ന് ശോകം ദിവസം ആയിരുന്നു മാമാങ്കം,0
dislike ചെയ്ത എല്ലാ മമ്മുണ്ണി നിക്കർ പാൻസിനും എന്റെ നടുവിരൽ നമസ്കാരം,3
dislike button il kurupottich karanju theerkkunna vaanangale orkkumbozhaa orungi irunno makkale ith asuravathaaram,1
adutha oru vedimarunnu ready ayitundu eppo pottikanam ennu paranja mathi lalunni fans and pottan fans undo evide,3
durantham poojapura jimittolikal dislike aayi irangeetund haha,3
november 21 avan kathirikunnavar like adich pwolikk,0
best villain role aanenu thonnunu trailer kidu kattaku katta,0
ഒരു മുട്ടന് script ഉം,0
nta ponno nigal vera level ahnata,0
oru ikka faanaayittu pollum katta romaancham laletta ith pwolikum,0
roshan chettooyyy eth kayamkulam kochunni pole aavumo script strong alle ticket adukkallo lle,0
love from utter pradesh mohan sir,5
vivek obreoi sound nalla paraichaya arudey sounda aryo arkengilum,0
നിങ്ങൾക്ക് എത്രപേർക്കറിയാം മരക്കാർ കടലിൽ സൗണ്ട് മോഡലാഷൻ കൊണ്ടാണ് പോർച്ചുഗീസുകരെ തുരത്തിയത് എന്ന് കാലു പൊങ്ങാത്ത ചട്ടുകാലൻ കക്കാനെ കണ്ടിട്ടാണോ ഏട്ടനെ ചൊറിയാൻ വന്നേuff,0
voice modulation കേട്ട് ബിലാൽ ഇക്കയെ ഓർത്തവരുണ്ടോ ഇജ്ജാതി item,0
lalettante adutha pottapadam laletta ithokke mathiyakkan aayinnu please,0
ola pola cola bola mataka gatka satka kya bol re baap,5
wow ikka oru rakshayum illa,0
ബ്രദേർസ് ഡേ നല്ല കിടുക്കാച്ചി പടം ആയിരുന്നു എന്നിട്ട് അതിനു അർഹത പെട്ട വിജയം പോലും കിട്ടിയില്ല എല്ലാരും യു ട്യൂബിൽ കിടന്നു ഭയങ്കര സപ്പോർട്ട് ചെയ്യും എന്നിട്ട് ഓരോ ഊള പടങ്ങൾ ആയിരിക്കും തിയേറ്ററിൽ പോയി കണ്ടു വിജയിപ്പിക്കുന്നത് ഈ പടം എങ്കിലും സൂപ്പർ ഹിറ്റ് ആകട്ടെ എന്ന് പ്രാർത്ഥിക്കുന്നു,0
dislike alla lappantta makkalum anta nadu veral നമസ്കാരം,2
malayalam leady super star athuku ungalluku thaguthiyea illea,5
എന്റെ പൊന്നേ രോമാഞ്ചത്തിന്റെ അങ്ങേയറ്റം തന്ന ടീസർ,0
that വാടാ vili ettan,0
തമ്പുരാൻ with കുഞ്ഞാലി മരക്കാർ ഫോൺ സംഭാഷണം ആരാടേ ഇവിടെ ഇട്ടത്,0
9 ന്റെ ലുക്ക് തോന്നുന്നത് എനിക്ക് മാത്രമോ,2
super ikka hbd our der mammukka,5
trailer kandathode padathinu oru theerumaanayi chali padam,0
prithiraj fans tovino fans lucifer raja ivan ottaka vanee monster,0
dq fans like nivin fans comment,5
0 56 മച്ചാൻ പോളിയ,0
inganoru adaar trailer kanditt dislike adikkan aarkka thonnukaa even the haters cannot ikka superb,0
trailer വരുന്നതിനു മുമ്പേ ചെമ്പു സജിന്റെ ഫാൻസ് എന്തിനാ dislike അടിക്കുന്നെ,3
nalla kidilan trailer ithu kidukkum wo,0
ഇതു കണ്ട് പേടിച്ചാണോ മമ്മൂ,0
kattaa waiting by a lalettan fanikkaa vere level,5
thugs of hindhustan film aahn marakar enn paranj kanikkunnath,0
മഞ്ജുവിന് പോലീസ് വേഷം കിട്ടിയാൽ വളരെ നന്നായിരിക്കും,0
mammunniyepole oliporallithu eathu yudham vannalum munpilundavum laettan dialogue delivery pirannu ee parayunna neeyokke pedukkum padam irangiyal,2
dislike adicha ellum dileep nayeenta makalayerrikum,3
ഈ കഴുവേർട മോനെ ഇനീം support cheyyan paadilla,2
chill like bhasi ethi pollikum,0
പ്രേക്ഷകരുടെ മനസ്സിൽ നിറഞ്ഞു നിൽക്കുന്ന ഒരു കഥാപാത്രമാവാൻ ഞങ്ങളുടെ swasuttiku കഴിയട്ടെ വിജയാശംസകൾ നേരുന്നു,0
പൊളിച്ചു ഇത് അപ്പുറത്തു രായന്റെ ട്രൈലെർ മൂഞ്ചൽ,2
ഈ ക്രിസ്തുമസ് പൊളിക്കും രാജു ഏട്ടൻ സുരാജേട്ടൻ,0
ಗೆಳೆಯರ ದಿನದ ಶುಭಾಶಯಗಳು happy friendship day,5
nammal triple strong alla athukkum mele lalettan da 3 3 3 3,0
നിങ്ങളറിഞ്ഞോ അതിനിടയിലൂടെ ഇതാ ഒരാൾ നക്ഷത്രമായി ഉയർന്നുവരുന്നു love u സുരാജ്,0
ഈ പടത്തിന്റെ ടിക്കറ്റ് എവിടെ കിട്ടുമെന്ന് പറ,0
ഇപ്പൊ ശരിക്കും ഞെട്ടി കിടുവേയ് എപ്പോഴാ റിലീസ് കട്ട വെയ്റ്റിംഗ്,0
അവസാന നിമിഷം വരെ പടം പൊളിച്ചു അടുക്കി,0
13k dislike adicha guhanzzz stand vitt pokendatanu,3
rajamanikyam alpam international aakiyal lucifer pole irikkum enne pidichu mammoookka fan aaakaruthu veruthe onnu thoni athre ullu,0
proud to be a vypinkkari,5
dislike adikkunna kazhuthakalude mukhath adikkunnavar like,1
o m g heavy mamookkaa,5
പടം കണ്ടു അറുബോറൻ പടം പുതിയ തലമുറയെ കഞ്ചാവ് അടിക്കാൻ പ്രേരിപ്പിക്കുന്ന തെറ്റായ സന്ദേശമാണ് ഈ ചിത്രം നൽകുന്നത് ഇത്തരം ചിത്രത്തിൽ അഭിനയിക്കാൻ തയ്യാറായ ഫഹദിനെ സമ്മതിക്കണം ദയവു ചെയ്ത് ഫാമിലിയായി ഈ പടം കാണാതിരിക്കുക,3
kidu entertainer aayirikkumennu urappich ettan ishttam,0
sreekumara menone naari nee ithonnu kaanu,2
കൂതറ പടം,3
